date,product,quantity,unitPrice
2026-08-09,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-09,"Britannia Good Day Butter 200g",12,50.00
2026-08-09,"Britannia Marie Gold 250g",11,35.00
2026-08-09,"Lay's Classic Salted Chips 50g",14,20.00
2026-08-09,"Kurkure Masala Munch 80g",13,20.00
2026-08-09,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-08-09,"Amul Salted Butter 500g",5,275.00
2026-08-09,"Kellogg's Corn Flakes 475g",3,220.00
2026-08-09,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-09,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-08-09,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-09,"Fortune Sunlite Refined Sunflower Oil 1L",14,155.00
2026-08-09,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-08-09,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-09,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-09,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-09,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-10,"Maggi 2-Minute Noodles 70g",18,14.00
2026-08-10,"Nestle Classic Coffee 50g",5,175.00
2026-08-10,"Coca-Cola Original 750ml",44,45.00
2026-08-10,"Pepsi Can 300ml",11,40.00
2026-08-10,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-10,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-10,"Britannia Good Day Butter 200g",14,50.00
2026-08-10,"Britannia Marie Gold 250g",11,35.00
2026-08-10,"Lay's Classic Salted Chips 50g",13,20.00
2026-08-10,"Kurkure Masala Munch 80g",16,20.00
2026-08-10,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-10,"Amul Salted Butter 500g",8,275.00
2026-08-10,"Kellogg's Corn Flakes 475g",2,220.00
2026-08-10,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-10,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-10,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-10,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-08-10,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-10,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-10,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-10,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-10,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-08-11,"Maggi 2-Minute Noodles 70g",14,14.00
2026-08-11,"Nestle Classic Coffee 50g",6,175.00
2026-08-11,"Coca-Cola Original 750ml",15,45.00
2026-08-11,"Pepsi Can 300ml",9,40.00
2026-08-11,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-11,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-11,"Britannia Good Day Butter 200g",12,50.00
2026-08-11,"Britannia Marie Gold 250g",10,35.00
2026-08-11,"Lay's Classic Salted Chips 50g",12,20.00
2026-08-11,"Kurkure Masala Munch 80g",17,20.00
2026-08-11,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-08-11,"Amul Salted Butter 500g",7,275.00
2026-08-11,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-11,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-08-11,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-11,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-11,"Fortune Sunlite Refined Sunflower Oil 1L",14,155.00
2026-08-11,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-11,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-08-11,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-11,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-11,"Dettol Original Bathing Soap (Pack of 4)",5,190.00
2026-08-12,"Maggi 2-Minute Noodles 70g",19,14.00
2026-08-12,"Nestle Classic Coffee 50g",4,175.00
2026-08-12,"Coca-Cola Original 750ml",13,45.00
2026-08-12,"Pepsi Can 300ml",11,40.00
2026-08-12,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-12,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-12,"Britannia Good Day Butter 200g",13,50.00
2026-08-12,"Britannia Marie Gold 250g",11,35.00
2026-08-12,"Lay's Classic Salted Chips 50g",13,20.00
2026-08-12,"Kurkure Masala Munch 80g",13,20.00
2026-08-12,"Amul Taaza Homogenised Toned Milk 1L",20,72.00
2026-08-12,"Amul Salted Butter 500g",5,275.00
2026-08-12,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-12,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-12,"Tata Salt Vacuum Evaporated 1kg",16,28.00
2026-08-12,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-12,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-12,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-12,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-12,"Colgate MaxFresh Blue Gel Toothpaste 150g",6,120.00
2026-08-12,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-12,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-13,"Maggi 2-Minute Noodles 70g",18,14.00
2026-08-13,"Nestle Classic Coffee 50g",5,175.00
2026-08-13,"Coca-Cola Original 750ml",10,45.00
2026-08-13,"Pepsi Can 300ml",10,40.00
2026-08-13,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-13,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-13,"Britannia Good Day Butter 200g",11,50.00
2026-08-13,"Britannia Marie Gold 250g",10,35.00
2026-08-13,"Lay's Classic Salted Chips 50g",18,20.00
2026-08-13,"Kurkure Masala Munch 80g",18,20.00
2026-08-13,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-08-13,"Amul Salted Butter 500g",7,275.00
2026-08-13,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-13,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-13,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-08-13,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-13,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-13,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-13,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-13,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-13,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-13,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-14,"Maggi 2-Minute Noodles 70g",24,14.00
2026-08-14,"Nestle Classic Coffee 50g",7,175.00
2026-08-14,"Coca-Cola Original 750ml",16,45.00
2026-08-14,"Pepsi Can 300ml",15,40.00
2026-08-14,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-14,"Parle-G Gold Biscuits 1kg",11,130.00
2026-08-14,"Britannia Good Day Butter 200g",19,50.00
2026-08-14,"Britannia Marie Gold 250g",13,35.00
2026-08-14,"Lay's Classic Salted Chips 50g",19,20.00
2026-08-14,"Kurkure Masala Munch 80g",20,20.00
2026-08-14,"Amul Taaza Homogenised Toned Milk 1L",26,72.00
2026-08-14,"Amul Salted Butter 500g",9,275.00
2026-08-14,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-14,"Aashirvaad Superior MP Sharbati Atta 5kg",13,310.00
2026-08-14,"Tata Salt Vacuum Evaporated 1kg",26,28.00
2026-08-14,"Tata Sampann Toor Dal 1kg",11,175.00
2026-08-14,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-08-14,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-14,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-08-14,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-08-14,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-14,"Dettol Original Bathing Soap (Pack of 4)",12,190.00
2026-08-15,"Maggi 2-Minute Noodles 70g",26,14.00
2026-08-15,"Nestle Classic Coffee 50g",6,175.00
2026-08-15,"Coca-Cola Original 750ml",22,45.00
2026-08-15,"Pepsi Can 300ml",13,40.00
2026-08-15,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-15,"Parle-G Gold Biscuits 1kg",10,130.00
2026-08-15,"Britannia Good Day Butter 200g",16,50.00
2026-08-15,"Britannia Marie Gold 250g",16,35.00
2026-08-15,"Lay's Classic Salted Chips 50g",25,20.00
2026-08-15,"Kurkure Masala Munch 80g",18,20.00
2026-08-15,"Amul Taaza Homogenised Toned Milk 1L",32,72.00
2026-08-15,"Amul Salted Butter 500g",9,275.00
2026-08-15,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-15,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-08-15,"Tata Salt Vacuum Evaporated 1kg",22,28.00
2026-08-15,"Tata Sampann Toor Dal 1kg",12,175.00
2026-08-15,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-08-15,"Surf Excel Easy Wash Detergent Powder 1kg",11,145.00
2026-08-15,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-08-15,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-15,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-15,"Dettol Original Bathing Soap (Pack of 4)",10,190.00
2026-08-16,"Maggi 2-Minute Noodles 70g",13,14.00
2026-08-16,"Nestle Classic Coffee 50g",5,175.00
2026-08-16,"Coca-Cola Original 750ml",14,45.00
2026-08-16,"Pepsi Can 300ml",9,40.00
2026-08-16,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-16,"Parle-G Gold Biscuits 1kg",9,130.00
2026-08-16,"Britannia Good Day Butter 200g",13,50.00
2026-08-16,"Britannia Marie Gold 250g",11,35.00
2026-08-16,"Lay's Classic Salted Chips 50g",18,20.00
2026-08-16,"Kurkure Masala Munch 80g",16,20.00
2026-08-16,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-08-16,"Amul Salted Butter 500g",8,275.00
2026-08-16,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-16,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-16,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-16,"Tata Sampann Toor Dal 1kg",6,175.00
2026-08-16,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-16,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-08-16,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-16,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-16,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-16,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-17,"Maggi 2-Minute Noodles 70g",14,14.00
2026-08-17,"Nestle Classic Coffee 50g",5,175.00
2026-08-17,"Coca-Cola Original 750ml",11,45.00
2026-08-17,"Pepsi Can 300ml",9,40.00
2026-08-17,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-08-17,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-17,"Britannia Good Day Butter 200g",13,50.00
2026-08-17,"Britannia Marie Gold 250g",11,35.00
2026-08-17,"Lay's Classic Salted Chips 50g",17,20.00
2026-08-17,"Kurkure Masala Munch 80g",15,20.00
2026-08-17,"Amul Taaza Homogenised Toned Milk 1L",20,72.00
2026-08-17,"Amul Salted Butter 500g",6,275.00
2026-08-17,"Kellogg's Corn Flakes 475g",6,220.00
2026-08-17,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-08-17,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-17,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-17,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-17,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-17,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-17,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-17,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-17,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-18,"Maggi 2-Minute Noodles 70g",15,14.00
2026-08-18,"Nestle Classic Coffee 50g",5,175.00
2026-08-18,"Coca-Cola Original 750ml",16,45.00
2026-08-18,"Pepsi Can 300ml",10,40.00
2026-08-18,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-18,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-18,"Britannia Good Day Butter 200g",10,50.00
2026-08-18,"Britannia Marie Gold 250g",12,35.00
2026-08-18,"Lay's Classic Salted Chips 50g",14,20.00
2026-08-18,"Kurkure Masala Munch 80g",15,20.00
2026-08-18,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-18,"Amul Salted Butter 500g",7,275.00
2026-08-18,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-18,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-08-18,"Tata Salt Vacuum Evaporated 1kg",15,28.00
2026-08-18,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-18,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-18,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-18,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-18,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-18,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-18,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-08-19,"Maggi 2-Minute Noodles 70g",19,14.00
2026-08-19,"Nestle Classic Coffee 50g",6,175.00
2026-08-19,"Coca-Cola Original 750ml",15,45.00
2026-08-19,"Pepsi Can 300ml",11,40.00
2026-08-19,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-08-19,"Parle-G Gold Biscuits 1kg",6,130.00
2026-08-19,"Britannia Good Day Butter 200g",11,50.00
2026-08-19,"Britannia Marie Gold 250g",13,35.00
2026-08-19,"Lay's Classic Salted Chips 50g",17,20.00
2026-08-19,"Kurkure Masala Munch 80g",15,20.00
2026-08-19,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-08-19,"Amul Salted Butter 500g",8,275.00
2026-08-19,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-19,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-08-19,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-08-19,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-19,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-19,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-19,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-08-19,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-19,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-19,"Dettol Original Bathing Soap (Pack of 4)",5,190.00
2026-08-20,"Maggi 2-Minute Noodles 70g",18,14.00
2026-08-20,"Nestle Classic Coffee 50g",4,175.00
2026-08-20,"Coca-Cola Original 750ml",14,45.00
2026-08-20,"Pepsi Can 300ml",9,40.00
2026-08-20,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-20,"Parle-G Gold Biscuits 1kg",9,130.00
2026-08-20,"Britannia Good Day Butter 200g",12,50.00
2026-08-20,"Britannia Marie Gold 250g",13,35.00
2026-08-20,"Lay's Classic Salted Chips 50g",19,20.00
2026-08-20,"Kurkure Masala Munch 80g",17,20.00
2026-08-20,"Amul Taaza Homogenised Toned Milk 1L",19,72.00
2026-08-20,"Amul Salted Butter 500g",7,275.00
2026-08-20,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-20,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-20,"Tata Salt Vacuum Evaporated 1kg",16,28.00
2026-08-20,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-20,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-08-20,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-20,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-20,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-20,"Head & Shoulders Anti-Dandruff Shampoo 340ml",2,320.00
2026-08-20,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-21,"Maggi 2-Minute Noodles 70g",26,14.00
2026-08-21,"Nestle Classic Coffee 50g",7,175.00
2026-08-21,"Coca-Cola Original 750ml",17,45.00
2026-08-21,"Pepsi Can 300ml",13,40.00
2026-08-21,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-21,"Parle-G Gold Biscuits 1kg",9,130.00
2026-08-21,"Britannia Good Day Butter 200g",18,50.00
2026-08-21,"Britannia Marie Gold 250g",16,35.00
2026-08-21,"Lay's Classic Salted Chips 50g",20,20.00
2026-08-21,"Kurkure Masala Munch 80g",21,20.00
2026-08-21,"Amul Taaza Homogenised Toned Milk 1L",29,72.00
2026-08-21,"Amul Salted Butter 500g",9,275.00
2026-08-21,"Kellogg's Corn Flakes 475g",6,220.00
2026-08-21,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-08-21,"Tata Salt Vacuum Evaporated 1kg",27,28.00
2026-08-21,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-21,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-08-21,"Surf Excel Easy Wash Detergent Powder 1kg",12,145.00
2026-08-21,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-08-21,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-21,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-21,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-22,"Maggi 2-Minute Noodles 70g",27,14.00
2026-08-22,"Nestle Classic Coffee 50g",7,175.00
2026-08-22,"Coca-Cola Original 750ml",21,45.00
2026-08-22,"Pepsi Can 300ml",13,40.00
2026-08-22,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-22,"Parle-G Gold Biscuits 1kg",10,130.00
2026-08-22,"Britannia Good Day Butter 200g",17,50.00
2026-08-22,"Britannia Marie Gold 250g",17,35.00
2026-08-22,"Lay's Classic Salted Chips 50g",23,20.00
2026-08-22,"Kurkure Masala Munch 80g",20,20.00
2026-08-22,"Amul Taaza Homogenised Toned Milk 1L",33,72.00
2026-08-22,"Amul Salted Butter 500g",10,275.00
2026-08-22,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-22,"Aashirvaad Superior MP Sharbati Atta 5kg",13,310.00
2026-08-22,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-08-22,"Tata Sampann Toor Dal 1kg",11,175.00
2026-08-22,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-22,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-22,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-08-22,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-22,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-22,"Dettol Original Bathing Soap (Pack of 4)",10,190.00
2026-08-23,"Maggi 2-Minute Noodles 70g",20,14.00
2026-08-23,"Nestle Classic Coffee 50g",4,175.00
2026-08-23,"Coca-Cola Original 750ml",16,45.00
2026-08-23,"Pepsi Can 300ml",9,40.00
2026-08-23,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-23,"Parle-G Gold Biscuits 1kg",9,130.00
2026-08-23,"Britannia Good Day Butter 200g",11,50.00
2026-08-23,"Britannia Marie Gold 250g",11,35.00
2026-08-23,"Lay's Classic Salted Chips 50g",15,20.00
2026-08-23,"Kurkure Masala Munch 80g",15,20.00
2026-08-23,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-23,"Amul Salted Butter 500g",8,275.00
2026-08-23,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-23,"Aashirvaad Superior MP Sharbati Atta 5kg",2,310.00
2026-08-23,"Tata Salt Vacuum Evaporated 1kg",16,28.00
2026-08-23,"Tata Sampann Toor Dal 1kg",7,175.00
2026-08-23,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-23,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-23,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-23,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-23,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-23,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-24,"Maggi 2-Minute Noodles 70g",20,14.00
2026-08-24,"Nestle Classic Coffee 50g",4,175.00
2026-08-24,"Coca-Cola Original 750ml",13,45.00
2026-08-24,"Pepsi Can 300ml",8,40.00
2026-08-24,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-08-24,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-24,"Britannia Good Day Butter 200g",12,50.00
2026-08-24,"Britannia Marie Gold 250g",11,35.00
2026-08-24,"Lay's Classic Salted Chips 50g",14,20.00
2026-08-24,"Kurkure Masala Munch 80g",15,20.00
2026-08-24,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-08-24,"Amul Salted Butter 500g",7,275.00
2026-08-24,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-24,"Aashirvaad Superior MP Sharbati Atta 5kg",3,310.00
2026-08-24,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-08-24,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-24,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-24,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-08-24,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-24,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-08-24,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-24,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-25,"Maggi 2-Minute Noodles 70g",17,14.00
2026-08-25,"Nestle Classic Coffee 50g",4,175.00
2026-08-25,"Coca-Cola Original 750ml",11,45.00
2026-08-25,"Pepsi Can 300ml",11,40.00
2026-08-25,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-08-25,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-25,"Britannia Good Day Butter 200g",13,50.00
2026-08-25,"Britannia Marie Gold 250g",10,35.00
2026-08-25,"Lay's Classic Salted Chips 50g",16,20.00
2026-08-25,"Kurkure Masala Munch 80g",16,20.00
2026-08-25,"Amul Taaza Homogenised Toned Milk 1L",20,72.00
2026-08-25,"Amul Salted Butter 500g",7,275.00
2026-08-25,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-25,"Aashirvaad Superior MP Sharbati Atta 5kg",1,310.00
2026-08-25,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-08-25,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-25,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-25,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-25,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-25,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-25,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-25,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-26,"Maggi 2-Minute Noodles 70g",17,14.00
2026-08-26,"Nestle Classic Coffee 50g",4,175.00
2026-08-26,"Coca-Cola Original 750ml",15,45.00
2026-08-26,"Pepsi Can 300ml",10,40.00
2026-08-26,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-26,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-26,"Britannia Good Day Butter 200g",10,50.00
2026-08-26,"Britannia Marie Gold 250g",14,35.00
2026-08-26,"Lay's Classic Salted Chips 50g",17,20.00
2026-08-26,"Kurkure Masala Munch 80g",17,20.00
2026-08-26,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-26,"Amul Salted Butter 500g",7,275.00
2026-08-26,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-26,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-26,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-08-26,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-26,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-26,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-26,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-26,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-08-26,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-26,"Dettol Original Bathing Soap (Pack of 4)",5,190.00
2026-08-27,"Maggi 2-Minute Noodles 70g",20,14.00
2026-08-27,"Nestle Classic Coffee 50g",5,175.00
2026-08-27,"Coca-Cola Original 750ml",11,45.00
2026-08-27,"Pepsi Can 300ml",11,40.00
2026-08-27,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-27,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-27,"Britannia Good Day Butter 200g",10,50.00
2026-08-27,"Britannia Marie Gold 250g",9,35.00
2026-08-27,"Lay's Classic Salted Chips 50g",15,20.00
2026-08-27,"Kurkure Masala Munch 80g",12,20.00
2026-08-27,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-27,"Amul Salted Butter 500g",8,275.00
2026-08-27,"Kellogg's Corn Flakes 475g",3,220.00
2026-08-27,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-27,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-27,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-27,"Fortune Sunlite Refined Sunflower Oil 1L",9,155.00
2026-08-27,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-27,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-27,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-08-27,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-27,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-28,"Maggi 2-Minute Noodles 70g",21,14.00
2026-08-28,"Nestle Classic Coffee 50g",7,175.00
2026-08-28,"Coca-Cola Original 750ml",18,45.00
2026-08-28,"Pepsi Can 300ml",15,40.00
2026-08-28,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-28,"Parle-G Gold Biscuits 1kg",11,130.00
2026-08-28,"Britannia Good Day Butter 200g",15,50.00
2026-08-28,"Britannia Marie Gold 250g",17,35.00
2026-08-28,"Lay's Classic Salted Chips 50g",19,20.00
2026-08-28,"Kurkure Masala Munch 80g",20,20.00
2026-08-28,"Amul Taaza Homogenised Toned Milk 1L",34,72.00
